上	IdA.IdA	i:ida
𣖩	FPvAKv.FPAK	fpak
𣖪	FIhF.FIF	fif
𣖫	BLdAQxF.BLQF	blqf
𣖬	FUaZiRo.FUZR	fuzr
𣖭	FAZZsZZsB.FAZB	fazb
𣖮	FLdGdLka.FLGL	flgl
𣖰	FMRrRr.FMRR	fmrr
𣖱	FLlZsRdRs.FLRR	flor:flrr
𣖲	FTIiRr.FTIR	ftir
𣖳	FIhMo.FIMo	fimo
𣖴	ZIdJdRsF.ZIRF	idzf:zirf
𣖵	FTgOdOdB.FTOB	ftob
𣖶	XsXIMMoYmF.XsYF	xsyf
𣖷	FVOdQ.FVOQ	fvoq
𣖸	FTgSe.FTSe	ftse
𣖹	FZmJMd.FZJM	fzjm
𣖺	FSyMaRh.FSMR	fsmr
𣖻	FGdJLka.FGJL	fgjl
𣖼	FRyKOAZ.FRAZ	fraz
𣖽	FXAWwLiXs.FXLX	fxlx
𣖾	FEbMLd.FEML	feml
𣖿	FHsLo.FHLo	fhlo
𣗀	FIiRhMXs.FIMX	fimx
𣗁	GFG.GFG	gfg
𣗃	FGqB.FGB	fgb
𣗄	FEShNd.FESN	fesn
𣗅	EaOsFOdOd.EaOO	eaoo
𣗆	PyGdSF.PySF	pysf
𣗇	FFjUo.FFUo	ffuo
𣗈	FWdZmF.FWZF	fwzf
𣗉	FWmNlJ.FWNJ	fwnj
𣗊	FEALdOdOd.FEOO	feoo
𣗋	FKoWwJRd.FKJR	fkjr
𣗌	FWUf.FWUf	fwuf
𣗍	FMaEc.FMEc	fmec
𣗎	FEOdaC.FEOC	feoc
𣗏	FLlRsCi.FLRC	flrc
𣗐	FJMBY.FJBY	fjby:fjcy
𣗑	FYFk.FYFk	fyfk
𣗒	FPEd.FPEd	fped
𣗓	BdKoBm.BdKB	bdkb
𣗔	FWXo.FWXo	fwxo
𣗕	FYyYyMB.FYMB	fymb:fyyc
𣗖	FFjF.FFF	fff
𣗗	FFXmYy.FFXY	ffxy
𣗘	FCoKv.FCKv	fckv
𣗙	FXsNi.FXNi	fxni
𣗚	FFGdMe.FFGM	ffgm
𣗛	FFRsJ.FFRJ	ffrj
𣗜	CCOdF.CCOF	ccof
𣗝	FCUC.FCUC	fcuc
𣗟	FGdUdBk.FGUB	fgub
𣗠	FEcTd.FETd	fetd
𣗡	FFGgYia.FFGY	ffgy
𣗢	FYyBF.FYBF	fybf
𣗣	FFYdMo.FFYM	ffym
𣗤	FKWdZm.FKWZ	fkwz
𣗥	FJFJ.FJFJ	fjfj
𣗦	FEWwSy.FEWS	fews
𣗧	FJXsLd.FJXL	fjxl
𣗨	FKMLd.FKML	fkml
𣗩	FEBmRr.FEBR	febr
𣗪	FEOdF.FEOF	feof
𣗬	FNlGdS.FNGS	fngs
𣗮	FVRdUo.FVRU	fvru
𣗯	FOdAJMd.FOJM	fojm
𣗰	OYdXoF.OYXF	oyxf
𣗱	MfKdFAId.MfAI	mfai
𣗲	DVSAEdF.DVEF	dvef
𣗳	FAJUaDs.FAUD	faud
𣗴	IdJdWzMF.IdMF	idmf
𣗵	FLkAIi.FLAI	flai
𣗶	FLkKv.FLKv	flkv
𣗷	PfGdF.PfGF	pfgf
𣗸	RLdOdRrRrF.RLRF	rlrf
𣗹	FUcWz.FUWz	fuwz
𣗺	ZsJFEdJ.ZsEJ	zsej
𣗻	ZsJFMbOd.ZsMO	zsmo
𣗼	FJLo.FJLo	fjlo
𣗽	FRLdOdRrRr.FRRR	frrr
𣗾	OdALdMbKo.OdMK	odmk
𣗿	FWsLc.FWLc	fwlc
𣘀	FNIRsPd.FNRP	fnmp:fnrp
𣘁	FAiJAiJ.FAAJ	faaj
𣘂	BZsMaF.BZMF	bzmf
𣘃	FESZOd.FEZO	fezo
𣘄	FSMHd.FSMH	fsmh
𣘅	FAJJRs.FAJR	fajr
𣘆	FZLdOda.FZLO	fzlo
𣘇	FEBdK.FEBK	febk
𣘈	MbKoOdALd.MbAL	mbal
𣘉	FQmOdAXJ.FQXJ	fqxj
𣘊	FOiBo.FOBo	fobo
𣘋	FTgXsLd.FTXL	ftxl
𣘌	FWsJRd.FWJR	fwjr
𣘍	FTgFk.FTFk	ftfk
𣘎	FUcRdZs.FURZ	furz:fuzz
𣘏	WoOJGi.WoJG	wojg
𣘐	BdKvBdKv.BdBK	bdbk
𣘑	QyQyWwFF.QyFF	qyff
𣘒	EdKAZOdF.EdOF	edof
𣘓	FLkBZs.FLBZ	flbz
𣘔	FWdKGd.FWKG	fwkg
𣘕	FWdXAWwLi.FWWL	fwwl
𣘖	FRzF.FRF	frf
𣘗	FHEGdJ.FHGJ	fhgj
𣘘	FESe.FESe	fese
𣘙	FSuJY.FSJY	fsjy
𣘚	FSVZEd.FSZE	fsze
𣘜	FMZsJ.FMZJ	fmzj
𣘝	FFjGdYyb.FFGY	ffgy
𣘞	FOdAXFd.FOXF	foxf
𣘟	NXbXXsF.NXXF	nxxf
𣘠	FMAiJ.FMAJ	fmaj
𣘡	FEVKoM.FEKM	fekm
𣘢	BSyMoF.BSMF	bsmf:cimf
𣘣	FGhQ.FGQ	fgq
𣘤	FRsBk.FRBk	frbk
𣘥	FXdDM.FXDM	fxdm
𣘦	HMaQxF.HMQF	hmqf
𣘧	FMNDs.FMND	fmnd
𣘨	FSAiJRh.FSJR	fsjr
𣘩	FOiIiIi.FOII	foii
𣘪	FCeRhMY.FCMY	fcmy
𣘫	JFIh.JFIh	jfih
𣘬	BdKoMoGgF.BdGF	bdgf
𣘭	FIhKib.FIKi	fiki
𣘮	FKvLdMo.FKLM	fklm
𣘯	AJIWwGdZsF.AJZF	ajzf
𣘱	FOiKADs.FOAD	foad
𣘲	FFSe.FFSe	ffse
𣘳	RLdTdEdF.RLEF	rlef
𣘴	FPXo.FPXo	fpxo
𣘵	FMfRsRs.FMRR	fmrr
𣘶	FNlGdEd.FNGE	fnge
𣘷	FMHm.FMHm	fmhm
𣘸	FKBUo.FKBU	fkbu
𣘹	FWdAKiaO.FWKO	fwko
𣘻	FEOdMf.FEOM	feom
𣘼	WmJMoF.WmMF	wmmf
𣘾	BdKvWmQ.BdWQ	bdwq
𣘿	WoOdAJF.WoJF	wojf
𣙀	FBUbQyS.FBQS	fbqs:fbuq
𣙁	FIhKA.FIKA	fika
𣙂	UbZsJF.UbJF	ubjf
𣙃	FTgEaUo.FTEU	fteu
𣙄	FVFOdAX.FVAX	fvax:fvsx
𣙅	WmJHmF.WmHF	wmhf
𣙇	BNiF.BNF	bnf
𣙈	EdKEdFJ.EdFJ	edfj
𣙉	FGdOdOdKv.FGOK	fgok
𣙊	FEJdF.FEJF	fejf
𣙋	FLlLd.FLLd	flld
𣙌	FLlP.FLP	flp
𣙍	FLlKRrRr.FLRR	flrr
𣙎	FXdJ.FXJ	fxj
𣙏	FIdLkF.FILF	filf
𣙐	FJJHLi.FJHL	fjhl
𣙑	FFFGd.FFFG	fffg
𣙓	FPvFPd.FPFP	fpfp
𣙔	FMfKdF.FMKF	fmkf
𣙕	FMaZyMo.FMZM	fmzm
𣙖	FMHLi.FMHL	fmhl
𣙗	BUbQySF.BUSF	busf
𣙘	FEMaMa.FEMM	femm
𣙙	FFJMo.FFJM	ffjm
𣙚	FOZsKB.FOKB	fokb
𣙛	FSoJQ.FSJQ	fsjq
𣙜	FWdNi.FWNi	fwni
𣙝	FXmOiEaZ.FXEZ	fxez
𣙞	FAJUaTdEd.FATE	fate
𣙟	FKoWwJLi.FKJL	fkjl
𣙠	FLkGgUo.FLGU	flgu
𣙡	FLdIOsOsOsOs.FLOO	fld:floo
𣙢	FJdUbYyb.FJUY	fjuy
𣙣	FWdKSO.FWSO	fwso
𣙤	TdHmAJF.TdJF	tdjf
𣙥	FUcLka.FULk	fulk
𣙦	FTBDs.FTBD	ftbd
𣙧	FLXo.FLXo	flxo
𣙨	FMXi.FMXi	fmxi
𣙩	FLlWdBk.FLWB	flwb
𣙪	FTgFF.FTFF	ftff
𣙫	FMSu.FMSu	fmsu
𣙬	FjFHX.FjHX	fjhx
𣙭	FMYdJ.FMYJ	fmyj
𣙮	FSoNdBk.FSNB	fsnb
𣙯	FBNi.FBNi	fbni
𣙰	XmRrXsXsXsF.XmXF	xmxf
𣙱	FMRyJ.FMRJ	fmrj
𣙲	BWwMaEdZiF.BWZF	bwzf
𣙳	FJiF.FJF	fjf
𣙴	FGrOOJ.FGOJ	fgoj
𣙵	FVKADs.FVAD	fvad
𣙷	FEGdSE.FESE	fese
𣙸	MbKoEZiZi.MbZZ	mbzz
𣙹	FJKRrRr.FJRR	fjrr
𣙺	FNjOsORs.FNOR	fnor
𣙻	FECeXs.FECX	fecx
𣙼	ZsJSeF.ZsSF	zssf
𣙽	FGgMfMf.FGMM	fgmm
𣙾	FNjUfAZ.FNAZ	fnaz
𣙿	FYzNdLo.FYNL	fynl
𣚀	FIiRrRLd.FIRL	firl
𣚁	FIiRrLo.FIRL	firl
𣚂	FSyGdAiJ.FSAJ	fsaj
𣚃	FCiYdZ.FCYZ	fcyz
𣚄	EcPdF.EcPF	ecpf
𣚅	FEdLcWz.FELW	felw:fezw
𣚆	FHdZiHdZiHdZi.FHHZ	fhhz
𣚇	AJIWwRyF.AJRF	ajrf
𣚈	FZsZsZsOdU.FZOU	fzou
𣚉	FXbXbOdU.FXOU	fxou
𣚊	FGlGl.FGGl	fggl
𣚋	FECeY.FECY	fecy
𣚌	FSUdWwLiJ.FSLJ	fslj
𣚍	FSuJIJ.FSIJ	fsij
𣚎	FZsZsZsZ.FZZZ	fzzz
𣚏	SLLF.SLLF	sllf
𣚐	FAKicRyUo.FARU	faru:ffru
𣚑	FYzBiBiJ.FYBJ	fybj
𣚒	FCCYia.FCCY	fccy
𣚓	FZZsQ.FZZQ	fzzq
𣚔	FNbRyUo.FNRU	fnru
𣚕	FKQGdS.FKGS	fkgs
𣚖	FEGdKZ.FEKZ	fekz
𣚗	PyUbF.PyUF	pyuf
𣚘	VHmAJF.VHJF	vhjf
𣚙	FNxHmHm.FNHH	fnhh
𣚚	FXmMILd.FXIL	fxil
𣚛	FIhKu.FIKu	fiku
𣚜	FEOZsWz.FEZW	fezw
𣚞	FUaOS.FUOS	fuos
𣚟	FYdSIiYdSIi.FYSI	fyii:fysi
𣚠	FKuKvLd.FKKL	fkkl
𣚡	FKcF.FKF	fkf
𣚢	FWAKiaZs.FWKZ	fwfk:fwfz:fwkz
𣚣	FKiEaO.FKEO	fkeo
𣚤	KJFPdXs.KJPX	kjpx
𣚥	FESZsQ.FEZQ	fezq
𣚦	FYzJI.FYJI	fyji
𣚧	JAZPdBLiF.JALF	jalf
𣚨	EaFEaF.EaEF	eaef
𣚩	WmJEdJF.WmJF	wmjf
𣚪	FSkMAIi.FSAI	fsai:fsbi
𣚫	FVBm.FVBm	fvbm
𣚬	FZBJ.FZBJ	fzbj
𣚮	DSuKF.DSKF	dskf
𣚯	BWwFJQx.BWJQ	bwjq
𣚰	FUcL.FUL	ful
𣚱	UdGZsJF.UdJF	udjf
𣚲	FTgNbOd.FTNO	ftno
𣚳	FSoNi.FSNi	fsni
𣚴	FUaKuK.FUKK	fukk
𣚵	FFFUo.FFFU	fffu
𣚶	FCCOdAX.FCAX	fcax:fcsx
𣚷	FEdJIiKo.FEIK	feik
𣚸	FEhSRh.FESR	fesr
𣚹	FXKvLd.FXKL	fxkl
𣚺	AFHmYZy.AFYZ	afyz
𣚻	EbFRJRd.EbJR	ebjr
𣚼	FHKWdZm.FHWZ	fhwz
𣚽	FBdOdBdOdK.FBOK	fbok
𣚾	FXdSo.FXSo	fxso
𣚿	FKoLdMo.FKLM	fklm
𣛀	FKAKB.FKKB	fkkb
𣛁	KvKvKvF.KvKF	kvkf
𣛂	FEWdBk.FEWB	fewb
𣛃	FEJdMf.FEJM	fejm
𣛄	FLlQi.FLQi	flqi
𣛅	FFIiQ.FFIQ	ffiq
𣛆	FMBDs.FMBD	fmbd
𣛇	FRsMbOdAJ.FRAJ	fraj
𣛊	OYdChF.OYCF	oycf
𣛋	FRsMbOdAJ.FRAJ	fraj
𣛌	FOdOdOdALd.FOAL	foal
𣛍	FOsOsFHRd.FOHR	fohr
𣛎	FWNi.FWNi	fwni
𣛏	FMaZyAZYdaS.FMYS	fmys
𣛐	FMaEdZMZ.FMMZ	fmmz
𣛑	FNiUo.FNUo	fnuo
𣛒	FBkXsL.FBXL	fbxl
𣛓	FGiCh.FGCh	fgch
𣛔	FIdKEdHm.FIEH	fieh
𣛕	KFKF.KFKF	kfkf
𣛖	FMBmAZ.FMAZ	fmaz
𣛗	FMRsJ.FMRJ	fmrj
𣛘	FNcMa.FNMa	fnma
𣛙	UaVNkF.UaNF	uanf
𣛚	FWzWzWz.FWWW	fwww
𣛛	FXbAKiA.FXKA	fxka
𣛜	FNiF.FNF	fnf
𣛝	FOiPdEdL.FOEL	foel
𣛞	FPKv.FPKv	fpkv
𣛟	FKoWwJMd.FKJM	fkjm
𣛠	FLkLo.FLLo	fllo
𣛡	FWdKLdZs.FWLZ	fwlz
𣛢	FXmMhLc.FXML	fxml
𣛣	FXdAE.FXAE	fxae
𣛤	KFFOdOd.KFOO	kfoo
𣛥	FKcWz.FKWz	fkwz
𣛦	FVSyMaYa.FVMY	fvmy
𣛧	FFFF.FFFF	ffff
𣛨	FEdKEdQ.FEEQ	feeq
𣛩	FMOdaC.FMOC	fmoc
𣛪	FPdGo.FPGo	fpgo
𣛬	FRhXoY.FRXY	frxy
𣛭	FBmY.FBY	fby
𣛮	FHmYLka.FHYL	fhyl
𣛯	FVRoLka.FVRL	fvrl
𣛰	FEBm.FEBm	febm
𣛱	FWoRyNb.FWRN	fwrn
𣛲	FFvMUa.FFMU	ffmu
𣛳	ERJRrRrF.ERRF	errf
𣛴	FHmAJWz.FHJW	fhjw
𣛵	FEaKXi.FEKX	fekx
𣛶	FRXbMoUo.FRMU	frmu
𣛷	FHmHmLka.FHHL	fhhl
𣛸	FLoHmGd.FLHG	flhg
𣛹	FWLlGl.FWLG	fwlg
𣛺	FFOdKvY.FFKY	ffky
𣛻	FNxEaZF.FNZF	fnzf
𣛼	FIhAJUa.FIJU	fiju
𣛽	FMfBz.FMBz	fmbz
𣛾	FXsXIFQdZs.FXQZ	fxqz
𣛿	FXsXIGo.FXIG	fxig
𣜀	FMGdIiHmZ.FMHZ	fmhz
𣜁	FIiRrNi.FIRN	firn
𣜂	FAGdKcA.FAKA	faka
𣜃	FUdFdUo.FUFU	fufu
𣜄	ShJQFQda.ShFQ	shfq
𣜅	WLlGlF.WLGF	wlgf
𣜆	FUcS.FUS	fus
𣜇	FFLdLo.FFLL	ffll
𣜈	OdBdIXsXsFF.OdFF	odff:odxf
𣜉	FEcWwHb.FEWH	fewh
𣜊	FXdKib.FXKi	fxki
𣜋	FJCu.FJCu	fjcu
𣜌	FNbZd.FNZd	fnzd
𣜍	JAZIhF.JAIF	jaif
𣜎	FEKoQKd.FEQK	feqk
𣜏	FWdWzMLdB.FWLB	fwlb
𣜐	FSuQGr.FSQG	fsqg
𣜑	FUaZZsZZsUo.FUZU	fuzu
𣜒	FUbCeXs.FUCX	fucx
𣜓	FXsXIMFOdAX.FXAX	fxax:fxsx
𣜔	FXmaKLdZs.FXLZ	fxlz
𣜕	FFHmAJ.FFAJ	ffaj
𣜖	FXsXsXsWwLc.FXWL	fxwl
𣜗	FXsXsXsMfYM.FXYM	fxym
𣜘	FXmaJUc.FXJU	fxju
𣜙	FFdVdNd.FFVN	ffvn
𣜚	FCoWz.FCWz	fcwz
𣜛	FWKLdZs.FWLZ	fwlz
𣜜	FEKLdZs.FELZ	felz
𣜝	FXdCs.FXCs	fxcs
𣜞	FRsFRsJ.FRRJ	frrj
𣜟	OdAJJOdOdF.OdOF	odof
𣜠	FHYybUo.FHYU	fhyu
𣜡	FGqI.FGI	fgi
𣜢	KFKLdZs.KFLZ	kflz
𣜣	JJJFWwRd.JJWR	jjwr
𣜤	FMVKoM.FMKM	fmkm
𣜥	NkSyMoF.NkMF	nkmf
𣜦	WUaNlF.WUNF	wunf
𣜨	ZsJFUbYyb.ZsUY	zsuy
𣜩	FBkXsUf.FBXU	fbxu
𣜫	MaNiF.MaNF	manf
𣜬	FPvWwWzRs.FPWR	fpwr
𣜭	FUAQKdUo.FUKU	fuku
𣜮	FVNlKoM.FVKM	fvkm
𣜯	FEWdBdK.FEBK	febk
𣜰	FTgUaXk.FTUX	ftux
𣜱	MbKoLlOdALd.MbAL	mbal
𣜲	FWPdEdL.FWEL	fwel
𣜳	FEQi.FEQi	feqi
𣜴	FOdAQKdWz.FOKW	fokw
𣜵	FJAZIh.FJZI	fjzi
𣜶	FWKRy.FWKR	fwkr
𣜷	FMfUoWz.FMUW	fmuw
𣜸	FKWwFk.FKWF	fkwf
𣜹	XsXsXsFUdYz.XsUY	xsuy
𣜺	FFWwXmYia.FFXY	ffxy
𣜻	BdKvGhDs.BdGD	bdgd
𣜼	FZZXoY.FZXY	fzxy
𣜽	XsXsXsFHmY.XsHY	xshy
𣜾	BdKoVBm.BdVB	bdvb
𣜿	FEEaZF.FEZF	fezf
𣝀	FEJCiYm.FECY	fecy
𣝁	FMNjEd.FMNE	fmne
𣝂	FSZsNj.FSZN	fszn
𣝃	FMWoBi.FMWB	fmwb
𣝅	FRrMaXsXIi.FRXI	frxi
𣝆	RrMaXsXIiF.RrIF	rrif
𣝇	FLLF.FLLF	fllf
𣝈	FEUaXk.FEUX	feux
𣝉	FKuUcDs.FKUD	fkud
𣝊	FRJRdRJRd.FRJR	frjr
𣝋	FWLkKv.FWLK	fwlk
𣝌	FHXsZ.FHXZ	fhxz
𣝍	FEFbDs.FEFD	fefd
𣝎	FMUoUo.FMUU	fmuu
𣝏	FESJLd.FEJL	fejl
𣝐	AJIWwNbF.AJNF	ajnf
𣝑	NbAZAIdOF.NbOF	nbof
𣝒	FBZsLkaF.FBLF	fblf
𣝓	FGgKQGdS.FGGS	fggs
𣝔	FBWwGF.FBGF	fbgf
𣝕	FMHmHm.FMHH	fmhh
𣝖	RXKHOdAF.RXAF	rxaf
𣝗	FQLw.FQLw	fqlw
𣝘	FEWRsMb.FERM	ferm
𣝙	FLlLkBUo.FLBU	flbu
𣝚	GlGdAZYdaSF.GlSF	glsf
𣝛	FIhKuO.FIKO	fiko
𣝜	ZsJFWmLd.ZsWL	zswl
𣝝	BWwAQdQxFJ.BWFJ	bwfj
𣝞	FJZdKF.FJKF	fjkf
𣝟	MfRXbWzF.MfWF	mfwf
𣝡	FUcSXo.FUSX	fusx
𣝢	FKuUcGd.FKUG	fkug
𣝤	FLlWNi.FLWN	flwn
𣝥	FXsXIMFQdZs.FXQZ	fxqz
𣝦	FYtYtSOdOdEd.FYOE	fyoe
𣝧	FAOLiOsOsOsOs.FAOO	faoo
𣝨	VRzF.VRF	vrf
𣝩	FSJLdF.FSLF	fslf
𣝪	FFWwXoDs.FFXD	ffxd
𣝫	FEhNi.FENi	feni
𣝬	FFJFJ.FFFJ	fffj
𣝭	FjFKvK.FjKK	fjkk
𣝮	FJEaLiOdaOda.FJOO	fjoo
𣝯	FLdFLdFLd.FLFL	flfl
𣝰	FEMaEdZiXsXI.FEXI	fexi
𣝱	FELkHm.FELH	felh:filh
𣝲	FQdARz.FQAR	fqar
𣝳	FMLdOdRrRr.FMRR	fmrr
𣝵	FZZmKv.FZZK	fzzk
𣝶	FMLE.FMLE	fmle
𣝷	BXBiAJDsF.BXDF	bxdf
𣝸	FETgEaLi.FEEL	feel
𣝹	FFNj.FFNj	ffnj
𣝺	FAiJAiJF.FAJF	fajf
𣝻	FLkKARyOd.FLRO	flro
𣝽	FHAICeMo.FHCM	fhcm
𣝾	FECoMf.FECM	fecm
𣞀	FGJKdLc.FGKL	fgkl
𣞁	FUoUoWwF.FUWF	fuwf
𣞂	FMXAWwLi.FMWL	fmwl
𣞃	JFHJJJ.JFJJ	jfjj
𣞄	AFOdALkK.AFLK	aflk
𣞅	KFQUaGd.KFUG	kfug
𣞆	ZiZiFFF.ZiFF	ziff
𣞇	SFS.SFS	sfs
𣞈	AJIJdMaEdZiF.AJZF	ajzf
𣞊	MbKoOFdDs.MbFD	mbfd
𣞋	FFOdOdJdJ.FFJJ	ffjj
𣞌	FNkWwGdSy.FNGS	fngs
𣞍	FLkBm.FLBm	flbm
𣞎	FEKdMLka.FEML	feml
𣞏	LlLlLlGF.LlGF	llgf
𣞐	FWdNbRyUo.FWRU	fwru
𣞑	FELkWwAZYdaS.FEYS	feys:fiys
𣞒	FFbSyMo.FFSM	ffsm
𣞓	FETx.FETx	fetx
𣞔	FEJBdOdRo.FEOR	feor
𣞕	FEBRdBQyS.FEQS	febq:feqs
𣞖	FFJdUoUo.FFUU	ffuu
𣞗	FRhYmPKd.FRPK	frpk
𣞘	FHOdAJJOdOd.FHOO	fhoo
𣞙	BJUXsXsXsF.BJXF	bjxf
𣞚	FNOdOdOdOdGBi.FNGB	fngb
𣞝	FCoNbWz.FCNW	fcnw
𣞟	ZsJFEdLcO.ZsLO	zslo
𣞠	FPqNkRd.FPNR	fpnr
𣞡	FPyOsZiORs.FPOR	fpor
𣞢	FETgEaUo.FEEU	feeu
𣞣	MaEAFShF.MaSF	masf
𣞤	GdEaEaFF.GdFF	gdff
𣞥	FBdKoJLo.FBJL	fbjl
𣞧	FKuUcKv.FKUK	fkuk
𣞨	FEXmBkDs.FEBD	febd
𣞩	FEKGdK.FEGK	fegk
𣞪	FLkBUoB.FLUB	flub
𣞫	FMEaZF.FMZF	fmzf
𣞭	FRLkLRs.FRLR	frlr
𣞯	FMKcA.FMKA	fmka
𣞰	FLkXsXsXsF.FLXF	flxf
𣞱	FFOdOdAJdJ.FFJJ	ffjj
𣞲	FLkBJRh.FLJR	fljr
𣞳	FMbJKc.FMJK	fmjk
𣞴	MfKdFXmEdJ.MfEJ	mfej
𣞵	XsXsXsFEcZ.XsEZ	xsez
𣞶	FBdOdBdOdFk.FBOF	fbof
𣞸	FBJJJdJ.FBJJ	fbjj
𣞹	FLcOFk.FLOF	flof
𣞺	FKEaOKv.FKOK	fkok
𣞻	FLkZsQRrRr.FLRR	flrr
𣞼	FUcOx.FUOx	fuax:fuox:fusx
𣞽	FXsAJUaY.FXUY	fxuy
𣞾	FEKjZm.FEKZ	fekz
𣞿	FRTdMaEdZiZ.FRZZ	frzz
𣟀	FWERsCi.FWRC	fwrc
𣟁	FYGdBiQB.FYQB	fyqb
𣟂	FWdELrS.FWLS	fwls
𣟃	FELkWwARs.FEAR	fear
𣟄	FAJIWwGF.FAGF	fagf
𣟅	FShJQZmQda.FSZQ	fszq
𣟆	FWGdUdKKo.FWKK	fwkk
𣟇	FYtYtOdPdLka.FYPL	fypl
𣟈	FFGgUoUoKd.FFUK	ffuk
𣟉	OiXJALiF.OiLF	oilf
𣟊	FSCuRh.FSCR	fscr
𣟋	FWdEbOSRh.FWSR	fwsr
𣟌	FBBkXbKv.FBXK	fbxk
𣟍	FBBkXsUf.FBXU	fbxu
𣟎	FSLLRh.FSLR	fslr
𣟏	AJIWwJJJF.AJJF	ajjf
𣟐	FSYtYtNi.FSYN	fsyn
𣟑	FXsAJUaDs.FXUD	fxud
𣟒	FEaEaFF.FEFF	feff
𣟓	FRrBkGo.FRBG	frbg
𣟔	FMFbDs.FMFD	fmfd
𣟕	FUoUoUoF.FUUF	fuuf
𣟖	FTgFFG.FTFG	ftfg
𣟗	FZmUfOYdE.FZYE	fzye
𣟘	EdJJWwMaEdZiF.EdZF	edzf
𣟙	FWYyYyEaO.FWEO	fweo
𣟚	FSUGUaXk.FSUX	fsux
𣟛	FEaTiJRrUo.FERU	feru
𣟝	FELkMdHm.FEMH	femh:fimh
𣟞	FEHRdHRdK.FERK	ferk
𣟟	FEKGdL.FEGL	fegl
𣟠	FZLKoMZ.FZMZ	flmz:fzmz
𣟡	FPNkLi.FPNL	fpnl
𣟢	FMHKc.FMHK	fmhk
𣟤	FRrMfGo.FRMG	frmg
𣟥	FSuJJIWz.FSIW	fsiw
𣟦	EAEbBiAZsF.EAZF	eazf
𣟧	FWJIALo.FWAL	fwal
𣟨	FNbOdLo.FNOL	fnol
𣟩	FMfRdGo.FMRG	fmrg
𣟪	FCkGhDs.FCGD	fcgd
𣟫	FEXdQ.FEXQ	fexq
𣟬	FXdFK.FXFK	fxfk
𣟭	FJJCu.FJJC	fjjc
𣟮	XsXIMFNjOsORs.XsOR	xsor
𣟯	FWdEbOJi.FWOJ	fwoj
𣟰	NbFkOF.NbOF	nbof
𣟱	FNbAZAIdOCi.FNOC	fnoc
𣟲	FRUc.FRUc	fruc
𣟳	FWLkAJRh.FWJR	fwjr
𣟴	FWmLkAJRh.FWJR	fwjr
𣟵	FIhAJUaHm.FIUH	fiuh
𣟶	EMfNiF.EMNF	emnf
𣟸	FTxUf.FTUf	ftuf
𣟹	FMZsZsZsOdPd.FMOP	fmop
𣟺	FOdAJJOdOdMo.FOOM	foom
𣟻	FSUdWwJJIWz.FSIW	fsiw
𣟼	ZsJFNiUo.ZsNU	zsnu
𣟽	ZsJFUoUoWwYm.ZsWY	zswy
𣟿	FEVNkF.FENF	fenf:fevf
𣠀	AJIWwRs③KF.AJKF	ajkf
𣠁	FjFSoGgMc.FjGM	fjgm
𣠂	FUfKiEaO.FUEO	fueo
𣠃	FBJUUoUo.FBUU	fbuu
𣠄	FFvJJJ.FFJJ	ffjj
𣠅	FETdHLka.FEHL	fehl
𣠆	FJFJFJ.FJFJ	fjfj
𣠇	FEOdAJJOdOd.FEOO	feoo
𣠈	FOsOsFWwKDs.FOKD	fokd
𣠉	FMLkHmA.FMHA	fmha
𣠊	FMLkMaMb.FMMM	fmmm
𣠋	ZNkZF.ZNZF	znzf
𣠍	FLlMeLkBUo.FLBU	flbu
𣠎	ZsJFBBBGr.ZsBG	zsbg
𣠏	ZsJFKCeXs.ZsCX	zscx
𣠑	FMWRsCi.FMRC	fmrc
𣠒	WdPfKiMbKo.WdMK	wdmk
𣠓	FMFjBk.FMFB	fmfb
𣠔	AJIWwJdGqF.AJGF	ajgf
𣠕	BdKoGqBm.BdGB	bdgb
𣠖	BdKoSBm.BdSB	bdsb
𣠗	FMYIiXAWwLi.FMWL	fmwl:fnwl
𣠘	FMNkVEd.FMVE	fmve
𣠚	FFvRhYmKi.FFYK	ffyk
𣠛	SOdOdFNiF.SONF	sonf
𣠜	FYtYtNiUo.FYNU	fynu
𣠝	FEAOLiOsOsOsOs.FEOO	feoo
𣠞	CeCeCeF.CeCF	cecf
𣠟	FHRdHRdAJLd.FHJL	fhjl:fhra
𣠠	FKiKiKiB.FKKB	fkkb
𣠡	FRTdSMZ.FRMZ	frmz
𣠢	FKAIiGo.FKIG	fkig
𣠣	FWdKiALkWz.FWLW	fwlw
𣠤	FMaANiLr.FMNL	fmnl
𣠥	FSOdOdFNi.FSFN	fsfn
𣠦	FWdCCLo.FWCL	fwcl
𣠧	FFOsOsFWwMd.FFWM	ffwm
𣠨	FKGgAICeMo.FKCM	fkcm
𣠩	FEHMLka.FEML	feml
𣠬	FOdKvFOdKv.FOOK	fook
𣠭	FZZmZZmLlZZmZZmLl.FZZL	fzzl
𣠮	GdEaEaShFF.GdFF	gdff
𣠯	FTgXmLkAZsRh.FTZR	ftzr
𣠰	FMXdK.FMXK	fmxk
𣠱	FMHRdHRdK.FMRK	fmrk
𣠲	FWsKKdAJUa.FWJU	fwju
𣠳	XsXIMFRGgOS.XsOS	xsos
𣠵	FRsFWwXoDs.FRXD	frxd
𣠶	MbKoBmLr.MbBL	mbbl
𣠷	FELd.FELd	feld:fiil
𣠸	FXdZZsZZsZi.FXZZ	fxzz
𣠹	FMLGdZ.FMGZ	fmgz
𣠺	FMOdAJJOdOd.FMOO	fmoo
𣠻	FAJIWwKcF.FAKF	fakf
